day,trips,passenger_count,trip_time_in_secs,trip_distance,fare_amount
2131,24,50,25560,129,425.5
2132,21,46,25860,145,457.5
2133,15,43,25320,148,458.5
2134,28,64,25380,115,428.0
2135,32,70,26677,128,464.0
2136,12,27,26460,157,454.5
2137,25,54,25800,123,435.0
2138,34,67,26400,94,411.5
2139,36,73,25380,93,404.0
2140,27,58,27840,108,430.5
2141,38,75,25500,98,419.0
2142,40,75,25380,101,515.5
2143,36,72,25860,101,412.5
2144,29,62,25440,95,396.5
2145,34,70,25440,96,400.0
2146,36,62,25860,110,532.0
2147,42,71,25320,81,440.5
2148,36,65,25500,85,376.0
2149,38,63,26640,107,489.0
2150,45,64,26220,106,542.5
2151,37,55,26040,109,440.0
2152,36,65,26160,109,483.0
2153,37,77,25320,96,405.5
2154,41,66,25500,105,433.5
2155,36,55,25380,91,450.5
2156,37,49,25380,118,446.5
2157,37,49,25440,101,413.5
2158,34,43,25380,102,405.5
2159,39,43,25260,90,399.0
2160,43,58,25260,101,514.5
2161,52,76,26400,104,561.0
2162,40,56,25500,101,422.0
2163,48,51,25200,85,394.0
2164,39,44,25380,85,381.0
2165,50,58,25500,88,408.0
2166,44,45,25860,94,420.0
2167,38,39,25440,95,386.5
2168,44,46,25200,88,403.0
2169,39,40,25200,86,385.5
2170,42,43,25800,73,376.5
2171,41,42,25200,97,405.5
2172,36,37,25320,94,400.5
2173,39,43,25425,89,384.5
2174,36,39,26312,112,439.0
2175,34,51,25791,121,470.5
2176,24,32,27209,144,615.4
2177,36,45,25774,129,484.0
2178,38,45,25412,101,411.5
2179,28,40,26014,135,509.0
2180,35,52,25610,116,438.5
2181,31,53,25361,111,436.0
2182,27,38,25469,152,475.0
2183,35,42,25390,100,403.0
2184,34,42,25799,116,470.5
2185,30,40,27076,126,456.0
2186,31,43,26920,138,492.0
2187,27,39,25477,130,458.0
2188,37,56,25909,112,437.5
2189,38,59,26114,111,445.5
2190,36,44,26571,122,557.5
2191,28,41,25349,162,649.0
2192,30,35,25564,100,413.0
2193,29,45,26334,119,445.0
2194,37,52,26183,111,475.5
2195,32,43,26299,102,419.0
2196,33,39,29118,116,453.0
2197,36,47,25320,114,533.0
2198,33,43,26544,86,385.5
2199,31,51,26176,112,424.5
2200,26,29,25758,110,453.0
2201,33,43,25212,100,414.0
2202,40,58,25575,90,406.0
2203,38,52,25480,102,436.0
2204,48,63,27005,92,443.0
2205,46,74,26145,102,445.0
2206,47,79,25856,110,454.0
2207,41,52,25261,103,437.5
2208,39,67,25475,94,405.0
2209,44,68,25297,121,539.5
2210,50,74,25739,116,478.5
2211,41,60,25715,99,431.0
2212,43,77,25762,116,453.5
2213,44,66,26014,110,453.0
2214,44,70,26597,123,493.5
2215,48,70,25870,117,484.0
2216,36,50,25306,105,447.5
2217,47,68,25493,116,470.0
2218,48,75,25291,99,431.0
2219,45,53,26525,122,490.5
2220,43,51,25239,107,449.0
2221,40,58,25447,126,490.0
2222,41,55,25269,134,502.5
2223,36,47,25746,107,429.5
2224,28,34,25275,131,472.0
2225,34,46,26001,133,480.5
2226,39,46,25433,84,383.0
2227,41,50,26046,99,432.5
2228,44,50,25356,74,389.5
2229,40,50,25750,69,372.0
2230,41,50,26249,99,438.0
2231,35,47,25665,91,399.0
2232,39,48,25365,96,425.5
2233,38,47,25897,111,451.5
2234,39,44,25790,96,429.5
2235,50,52,26207,96,441.0
2236,39,45,25676,93,415.5
2237,37,53,25270,108,437.0
2238,42,60,25813,115,460.5
2239,37,52,25239,126,401.0
2240,47,59,25214,91,425.0
2241,40,63,26331,93,418.5
2242,37,54,25449,107,452.5
2243,36,52,26948,104,493.5
2244,45,63,26654,116,475.5
2245,42,61,26165,92,421.5
2246,40,50,25387,109,446.0
2247,43,55,25431,104,450.5
2248,46,55,25519,78,408.0
2249,43,47,25257,90,407.5
2250,47,47,25261,84,408.0
2251,41,47,25430,101,430.0
2252,42,42,25736,78,394.5
2253,38,40,25433,98,402.5
2254,41,44,25992,90,405.5
2255,39,47,25759,90,414.5
2256,31,32,25470,117,469.5
2257,40,44,25377,82,390.5
2258,34,34,25473,96,408.0
2259,39,39,26322,84,404.0
2260,38,38,25241,85,397.0
2261,34,36,25687,100,415.5
2262,38,38,25506,76,376.5
2263,35,35,25381,73,364.5
2264,38,38,26156,86,426.0
2265,42,50,25495,95,413.5
2266,46,54,26117,99,446.5
2267,43,44,25998,90,409.5
2268,40,42,25856,83,397.5
2269,46,46,25902,79,409.0
2270,43,43,25605,74,386.0
2271,46,49,25682,90,423.5
2272,40,49,25860,120,465.0
2273,36,49,26220,89,391.5
2274,36,45,25915,104,425.5
2275,36,49,25500,95,409.5
2276,34,42,25492,129,471.5
2277,42,54,25519,92,421.5
2278,38,39,26075,99,419.5
2279,37,46,26280,92,406.5
2280,45,50,25200,84,402.5
2281,46,52,25500,84,407.5
2282,41,46,25260,94,416.0
2283,41,42,25680,78,394.0
2284,33,37,25200,98,412.5
2285,49,54,25500,90,423.0
2286,43,50,27000,116,469.0
2287,40,46,25320,100,420.5
2288,40,45,25500,94,420.0
2289,44,47,25380,83,396.5
2290,38,42,25320,98,414.5
2291,33,39,25320,103,420.5
2292,41,46,26460,118,463.0
2293,43,47,25200,92,414.5
2294,36,40,25200,95,408.5
2295,51,57,25200,104,458.0
2296,37,40,25200,77,367.0
2297,45,48,25740,74,383.5
2298,36,40,25500,91,393.0
2299,44,60,25380,91,403.0
2300,37,40,25500,96,408.0
2301,41,47,25680,91,408.5
2302,30,35,25320,107,420.0
2303,39,44,25200,90,401.0
2304,37,63,25200,88,392.0
2305,37,53,25440,85,382.0
2306,45,54,26040,88,414.5
2307,40,52,25980,86,401.5
2308,36,109,25200,94,400.5
2309,38,105,25500,95,400.5
2310,46,206,25440,91,421.0
2311,41,83,25620,93,408.0
2312,39,204,26220,96,415.5
2313,39,195,25740,101,414.5
2314,33,70,25200,100,396.0
2315,35,185,25380,118,429.5
2316,38,223,25800,92,404.5
2317,41,241,25440,95,407.5
2318,40,160,25260,113,453.0
2319,40,165,25440,88,404.0
2320,36,128,25440,99,411.5
2321,46,217,25740,95,428.5
2322,43,83,25500,100,433.5
2323,36,36,25620,80,372.5
2324,41,61,25200,92,407.0
2325,38,38,25440,119,462.5
2326,39,39,26040,75,380.0
2327,41,47,25920,77,385.5
2328,34,54,25980,94,389.5
2329,43,93,26220,93,414.0
2330,40,40,25980,105,440.5
2331,38,39,25860,86,394.5
2332,40,117,25380,80,389.0
2333,38,38,25380,77,378.5
2334,36,36,25800,69,362.0
2335,41,41,25260,76,378.0
2336,42,43,25680,81,392.0
2337,34,34,25680,80,381.0
2338,38,38,25440,94,414.0
2339,45,46,25260,73,385.5
2340,45,45,25320,80,398.5
2341,34,35,25200,110,433.5
2342,34,34,26340,113,440.5
2343,35,35,25680,110,428.0
2344,41,41,25200,98,425.0
2345,37,37,25320,100,418.0
2346,39,39,25320,105,429.5
2347,36,37,25500,89,397.5
2348,38,38,25380,101,410.5
2349,39,39,25500,101,427.5
2350,29,29,25380,95,384.0
2351,33,33,25980,115,439.0
2352,36,36,25620,130,544.5
2353,39,39,25620,76,381.5
2354,44,45,27180,89,464.5
2355,33,33,26220,105,423.0
2356,38,39,25920,109,459.0
2357,32,33,25860,111,458.0
2358,35,39,25200,91,396.5
2359,37,39,25440,100,421.0
2360,32,41,26340,98,398.5
2361,40,51,25260,85,387.0
2362,33,39,25200,92,431.5
2363,39,43,25500,93,414.5
2364,40,76,25680,97,458.0
2365,35,70,26160,94,401.0
2366,35,82,25260,103,412.0
2367,41,48,25440,99,427.0
2368,36,80,25320,88,385.5
2369,31,38,25620,98,399.0
2370,34,78,25800,118,443.5
2371,38,75,25320,120,473.0
2372,36,108,25260,103,466.5
2373,29,95,25260,121,440.5
2374,33,121,25740,102,406.5
2375,36,89,26400,86,388.5
2376,39,113,26160,91,428.5
2377,30,98,25500,82,366.0
2378,39,95,25260,91,411.5
2379,39,106,25200,93,452.5
2380,32,122,25800,114,437.0
2381,31,81,25260,84,369.5
2382,42,80,26220,82,392.0
2383,33,49,25440,65,339.5
2384,30,74,25260,98,407.0
2385,38,58,25680,92,398.0
2386,39,63,25260,80,375.0
2387,47,47,25240,79,498.0
2388,36,54,25500,88,386.0
2389,41,95,25358,97,423.5
2390,40,56,25239,106,432.0
2391,36,46,25974,115,449.5
2392,41,67,26211,87,408.5
2393,37,38,25221,108,448.5
2394,38,44,25611,107,481.0
2395,40,42,26363,88,406.5
2396,42,74,25556,90,406.0
2397,37,52,25771,104,419.0
2398,33,37,25312,129,470.5
2399,37,40,27189,107,441.0
2400,35,35,26252,108,433.0
2401,40,41,25507,118,468.5
2402,38,38,25819,96,420.0
2403,41,41,25400,100,433.5
2404,41,41,25263,90,403.0
2405,43,43,25713,103,500.0
2406,42,47,25857,98,421.0
2407,42,42,25274,103,429.5
2408,40,40,25232,105,442.0
2409,36,37,25373,98,390.5
2410,40,42,25512,78,347.5
2411,41,41,25286,78,388.5
2412,32,32,25431,108,424.0
2413,39,42,25382,80,361.5
2414,35,35,25660,102,420.5
2415,38,45,25306,85,386.0
2416,41,43,25917,84,401.5
2417,41,41,25624,70,380.0
2418,45,45,26217,86,458.0
2419,42,45,25510,87,454.0
2420,40,41,25456,89,404.5
2421,44,44,26140,100,455.5
2422,38,39,25700,77,379.5
2423,34,35,26415,100,423.5
2424,33,39,25255,138,437.5
2425,36,40,26884,100,410.0
2426,46,46,25729,95,418.5
2427,41,41,25855,107,441.0
2428,37,40,26017,117,437.5
2429,36,39,26363,134,501.0
2430,39,40,25851,132,480.0
2431,40,44,25864,101,440.5
2432,37,38,25261,106,424.5
2433,31,35,25203,126,478.0
2434,30,30,26340,113,432.5
2435,44,44,25544,92,425.5
2436,37,38,26139,112,449.0
2437,37,41,26048,133,555.5
2438,42,43,25380,105,434.0
2439,33,33,25200,89,389.5
2440,44,44,25200,100,431.5
2441,34,34,25680,98,405.0
2442,41,49,27420,121,477.0
2443,29,29,25500,89,386.5
2444,36,37,25203,91,414.5
2445,38,38,25320,103,424.0
2446,40,52,26520,96,416.5
2447,42,62,26160,103,436.5
2448,31,31,25380,98,397.5
2449,34,34,26640,108,425.0
2450,35,39,25200,107,426.0
2451,35,43,26040,109,437.5
2452,35,47,25740,103,423.5
2453,33,33,25560,103,483.0
2454,26,26,25260,92,377.5
2455,39,41,26487,83,399.5
2456,33,38,25639,72,400.5
2457,29,29,25500,90,402.0
2458,35,35,25920,88,397.0
2459,41,43,26599,88,413.5
2460,35,44,25890,101,428.0
2461,41,49,25313,94,415.5
2462,36,45,25425,75,374.0
2463,23,28,25639,98,411.5
2464,31,42,25679,84,377.0
2465,35,46,25244,104,455.0
2466,40,53,25449,83,401.5
2467,37,37,25800,88,391.0
2468,29,37,25477,114,437.5
2469,31,35,25293,68,420.0
2470,28,32,25837,69,382.0
2471,32,41,26003,92,428.0
2472,34,40,25588,69,394.5
2473,34,38,26817,117,478.5
2474,26,29,25472,94,386.0
2475,44,60,25925,118,470.0
2476,46,82,25614,107,530.5
2477,51,79,25912,109,462.0
2478,45,75,25291,101,442.5
2479,40,76,26400,120,576.5
2480,36,72,25380,166,553.5
2481,45,90,25440,129,486.5
2482,42,85,25380,155,547.5
2483,45,90,26340,134,504.0
2484,51,102,27000,147,552.0
2485,48,96,26160,170,604.5
2486,47,93,26280,138,526.5
2487,36,72,25380,134,495.5
2488,42,84,25200,136,489.5
2489,42,79,25680,143,501.5
2490,25,32,25200,127,391.0
2491,39,59,26880,135,490.0
2492,42,73,25320,134,498.0
2493,29,41,25920,153,506.5
2494,29,40,25500,108,467.0
2495,40,43,25560,156,556.0
2496,43,86,25500,128,483.0
2497,27,33,25380,152,541.5
2498,33,39,25200,133,493.0
2499,43,64,26400,121,486.0
2500,33,57,25680,162,556.0
2501,29,33,25200,136,481.0
2502,26,30,25620,118,422.0
2503,38,41,25500,126,481.5
2504,41,44,25200,103,416.0
2505,34,49,25320,116,442.5
2506,31,34,25560,120,440.5
2507,46,55,26520,117,462.5
2508,47,55,26040,146,523.0
2509,27,31,25200,97,390.0
2510,48,60,25560,98,432.5
2511,45,55,25440,110,441.0
2512,51,66,25380,105,444.0
2513,53,74,25260,104,449.0
2514,54,68,25380,102,442.5
2515,26,27,27960,129,483.5
2516,44,49,25380,110,463.0
2517,36,46,25260,123,444.5
2518,44,75,25200,116,457.0
2519,44,74,25200,87,408.0
2520,45,65,25560,105,437.0
2521,49,94,25260,96,431.5
2522,47,88,25560,121,468.0
2523,45,46,25380,98,431.0
2524,43,47,25200,91,406.0
2525,43,43,25500,88,407.0
2526,47,52,26220,87,407.5
2527,43,62,25200,116,456.0
2528,48,48,25380,99,428.5
2529,42,43,25500,102,440.0
2530,40,52,25200,100,429.0
2531,38,38,25560,110,442.5
2532,38,58,25320,78,379.0
2533,38,58,25800,132,493.0
2534,41,61,25260,99,438.5
2535,38,38,25680,97,413.0
2536,32,43,26340,90,379.0
2537,41,64,25680,84,394.5
2538,40,56,25980,103,430.5
2539,29,29,25440,104,419.0
2540,24,24,25200,88,380.0
2541,29,40,26460,144,514.5
2542,33,46,25320,94,396.0
2543,34,40,25200,112,431.5
2544,31,31,26340,120,458.0
2545,37,37,25380,98,517.5
2546,26,26,25680,117,430.5
2547,31,31,25860,121,522.0
2548,34,34,27000,118,465.5
2549,37,56,26040,112,459.0
2550,24,24,26400,117,419.0
2551,28,28,25440,122,446.5
2552,39,39,25860,120,460.0
2553,41,41,25440,79,385.0
2554,43,43,26220,89,405.0
2555,43,43,25680,97,419.0
2556,41,41,25200,84,383.0
2557,36,36,25800,78,375.0
2558,38,38,25800,93,408.5
2559,40,40,25560,78,383.0
2560,31,31,25800,73,353.0
2561,38,38,25380,96,412.0
2562,38,38,25740,85,385.0
2563,50,50,27091,109,469.0
2564,40,40,25500,79,379.5
2565,49,53,25468,140,410.0
2566,34,35,25433,86,383.0
2567,28,28,25361,89,396.5
2568,43,44,25323,87,395.5
2569,38,39,25858,84,385.0
2570,46,49,25252,74,396.5
2571,36,40,26918,103,425.0
2572,34,35,26070,113,437.5
2573,41,45,26235,67,367.0
2574,34,34,25660,76,363.0
2575,39,39,25646,82,384.0
2576,31,31,25320,91,381.5
2577,37,37,25273,78,371.0
2578,37,37,25620,78,364.5
2579,35,35,25320,75,366.5
2580,41,41,25429,71,366.0
2581,41,41,25200,87,401.0
2582,44,44,25560,89,412.0
2583,36,51,25359,93,402.0
2584,40,41,25671,70,360.0
2585,48,50,25980,75,381.5
2586,41,41,25200,81,379.0
2587,44,49,25440,100,425.0
2588,41,41,25920,97,412.0
2589,42,44,25800,84,388.5
2590,38,39,25200,103,424.0
2591,45,45,25680,92,408.5
2592,45,45,25740,118,454.0
2593,38,38,25620,91,396.0
2594,40,45,25620,97,530.5
2595,31,31,25320,114,421.0
2596,39,39,25620,106,420.0
2597,41,42,25200,122,454.0
2598,44,44,25260,100,420.5
2599,42,42,25800,110,431.0
2600,34,35,25800,142,532.5
2601,40,45,25380,99,402.0
2602,38,39,32040,156,568.0
2603,41,41,25500,98,420.0
2604,39,39,25200,115,455.0
2605,43,43,25560,116,469.5
2606,37,37,25680,106,434.0
2607,39,46,25920,118,458.0
2608,39,39,25560,92,399.0
2609,42,47,26280,123,480.5
2610,36,58,25320,119,457.0
2611,44,49,25320,110,499.5
2612,36,53,25440,125,461.5
2613,36,58,25680,126,484.5
2614,46,77,25380,94,435.5
2615,43,69,26340,116,489.5
2616,40,53,25620,131,486.5
2617,38,46,25260,109,443.0
2618,31,54,25560,90,392.5
2619,33,64,25740,110,437.0
2620,37,75,25740,104,428.5
2621,31,98,25560,137,492.0
2622,29,56,26880,133,529.5
2623,32,75,25680,126,473.5
2624,37,123,25680,125,547.0
2625,38,136,25680,136,488.5
2626,40,70,25200,100,426.5
2627,30,94,25200,128,456.5
2628,36,73,26100,110,448.5
2629,38,91,26520,107,442.0
2630,43,129,25260,138,511.5
2631,35,70,25440,115,526.0
2632,36,96,25320,119,444.5
2633,37,102,26640,125,467.0
2634,40,134,25320,118,466.0
2635,46,140,25500,108,436.5
2636,41,201,25200,122,457.0
2637,42,232,25320,115,447.0
2638,36,196,25800,126,508.5
2639,30,146,25320,122,439.0
2640,41,144,25620,122,462.0
2641,36,148,25320,90,389.5
2642,43,194,25380,126,485.0
2643,38,82,25320,104,426.0
2644,37,165,25200,115,445.0
2645,36,98,25440,119,449.0
2646,47,94,26760,94,426.0
2647,37,93,25500,78,378.0
2648,48,89,25380,74,389.0
2649,37,53,25500,81,383.0
2650,31,49,25200,95,388.0
2651,39,122,25800,95,411.5
2652,42,162,25740,84,394.5
2653,36,114,25800,77,372.5
2654,45,240,26460,108,477.0
2655,32,73,25440,79,365.5
2656,33,145,25200,97,395.5
2657,41,144,25620,83,386.5
2658,40,113,25260,92,419.5
2659,31,166,25200,81,363.5
2660,46,271,25560,82,405.0
2661,40,230,25200,116,458.0
2662,45,245,25320,96,428.5
2663,41,246,25320,94,418.5
2664,38,198,25260,87,392.0
2665,44,264,25500,92,415.0
2666,41,246,25560,100,421.0
2667,36,184,25740,120,513.0
2668,36,203,25500,92,400.0
2669,40,235,25200,111,441.5
2670,38,223,25740,105,434.0
2671,33,198,25500,108,416.0
2672,44,264,25620,100,442.5
2673,37,201,25260,86,388.0
2674,38,211,25260,113,450.5
2675,37,176,25860,97,412.5
2676,46,129,25740,100,432.5
2677,42,131,25440,102,423.5
2678,38,77,25740,97,414.0
2679,30,50,25500,110,423.0
2680,39,74,25440,117,456.0
2681,33,49,25380,92,397.5
2682,33,60,26040,152,598.0
2683,29,41,25500,96,393.5
2684,27,46,25380,112,425.0
2685,40,60,25960,97,424.5
2686,42,56,25937,98,421.0
2687,36,64,26040,105,422.5
2688,37,67,25418,109,427.5
2689,45,163,25783,104,449.0
2690,42,73,25920,92,415.5
2691,40,69,25323,97,420.5
2692,35,50,25309,90,393.5
2693,43,54,27147,78,392.0
2694,36,53,25361,94,404.0
2695,41,62,25977,100,429.5
2696,34,49,25812,71,340.0
2697,29,42,25346,90,457.0
2698,34,54,25299,74,387.0
2699,39,54,25918,70,371.5
2700,33,50,25921,87,384.5
2701,27,37,25344,103,403.5
2702,27,38,25645,94,465.5
2703,33,39,25975,93,392.5
2704,30,43,27163,136,442.0
2705,31,46,25227,86,413.5
2706,35,44,25673,103,422.5
2707,31,45,25587,96,407.0
2708,28,40,26643,89,421.0
2709,36,52,25271,97,412.0
2710,39,129,26045,105,433.5
2711,33,126,25536,101,439.0
2712,34,90,25771,91,423.0
2713,35,89,26002,108,431.5
2714,41,211,26700,94,427.5
2715,33,89,25568,93,391.5
2716,41,179,25932,116,411.5
2717,40,206,26520,99,434.5
2718,33,97,25338,87,381.0
2719,39,145,25764,83,393.0
2720,36,171,25620,103,419.0
2721,36,173,25740,90,393.0
2722,35,178,26460,103,426.0
2723,32,144,26340,88,397.0
2724,42,213,25380,101,426.0
2725,37,175,25680,72,369.5
2726,46,221,25500,90,418.0
2727,38,187,25440,105,427.0
2728,44,222,27180,100,446.0
2729,28,139,25260,101,414.5
2730,42,209,25920,101,429.5
2731,36,180,26640,107,424.0
2732,33,167,25320,94,404.0
2733,41,202,25500,101,415.0
2734,33,157,25560,109,433.0
2735,35,172,25200,92,412.0
2736,43,215,25500,95,411.0
2737,34,170,25440,96,399.0
2738,37,167,25440,101,493.0
2739,40,195,25800,91,398.5
2740,39,195,25620,89,398.5
2741,41,203,25260,99,416.5
2742,30,150,25860,102,407.0
2743,38,190,25260,94,396.5
2744,43,210,25560,88,488.0
2745,46,228,25260,100,431.0
2746,43,215,25560,78,386.0
2747,29,145,25260,101,391.0
2748,40,200,25920,112,443.5
2749,49,245,25860,88,410.5
2750,40,200,25800,106,437.0
2751,33,165,25380,90,386.0
2752,38,190,26520,86,388.0
2753,37,185,25920,101,435.5
2754,47,235,25560,94,413.0
2755,47,235,25260,92,411.5
2756,38,106,26280,100,425.0
2757,41,149,25500,114,417.5
2758,41,177,25740,92,408.5
2759,41,157,25440,90,402.0
2760,29,49,25380,77,347.5
2761,48,152,25320,91,426.5
2762,28,53,25200,93,380.0
2763,35,68,25620,110,493.0
2764,34,34,25800,96,402.0
2765,42,43,25440,96,419.0
2766,34,62,25260,101,402.0
2767,35,63,25560,123,459.0
2768,45,121,27000,109,457.5
2769,34,118,25440,98,398.0
2770,42,119,25200,89,405.5
2771,42,67,25200,85,463.0
2772,39,171,25620,127,471.5
2773,38,178,25980,103,419.0
2774,41,196,26700,140,511.5
2775,35,152,25680,143,494.5
2776,41,173,25680,117,459.5
2777,43,112,26520,109,455.5
2778,35,132,26220,151,529.0
2779,33,112,25620,140,568.0
2780,35,115,26040,119,455.5
2781,40,137,25560,108,488.0
2782,34,83,25560,110,442.0
2783,43,100,25260,107,440.5
2784,35,87,25620,121,457.5
2785,34,77,25740,90,399.5
2786,30,69,25680,144,551.5
2787,26,61,25680,134,471.0
2788,34,93,26340,131,480.5
2789,33,128,25380,127,475.0
2790,35,137,26040,112,444.5
2791,39,227,27000,118,463.5
2792,33,153,25200,132,475.0
2793,29,123,25740,119,443.5
2794,21,31,25320,134,443.0
2795,16,16,25620,160,513.5
2796,20,59,25320,145,472.5
2797,31,111,25800,130,519.0
2798,30,105,25500,126,444.5
2799,21,61,25260,159,518.0
2800,27,112,25620,130,458.5
2801,23,23,25620,115,413.5
2802,26,26,26460,122,440.0
2803,25,25,25920,155,498.5
2804,22,52,26040,133,453.0
2805,18,18,25260,132,442.0
2806,29,29,25620,135,467.5
2807,38,38,25620,86,389.0
2808,38,41,25200,94,396.0
2809,33,119,25260,109,434.0
2810,27,27,25560,99,392.5
2811,41,41,25260,101,459.0
2812,41,44,25904,108,453.5
2813,38,38,26700,118,516.0
2814,33,45,25769,115,464.5
2815,18,18,26580,148,467.0
2816,34,34,25320,106,419.5
2817,35,35,25622,111,438.5
2818,31,31,26457,140,496.0
2819,32,33,25275,107,419.0
2820,42,43,25930,95,416.5
2821,46,47,26075,111,520.0
2822,38,46,26643,89,407.5
2823,38,61,25551,101,433.0
2824,44,64,25456,86,405.5
2825,43,60,25279,93,419.0
2826,45,58,25589,88,432.5
2827,40,51,25242,98,425.5
2828,40,55,25861,106,447.5
2829,41,48,26090,97,423.5
2830,44,54,25516,100,426.0
2831,36,46,25254,88,392.5
2832,37,49,25850,102,444.0
2833,40,53,25535,92,420.5
2834,47,63,26381,96,447.5
2835,38,53,26436,100,425.0
2836,43,53,25334,82,401.5
2837,37,51,25669,134,484.0
2838,40,57,25600,118,473.5
2839,44,63,25247,78,403.0
2840,38,56,25555,130,481.5
2841,35,49,25731,122,469.0
2842,36,52,26140,120,463.5
2843,49,64,26101,107,459.5
2844,37,49,25803,126,484.0
2845,36,43,25328,104,436.5
2846,44,59,25270,112,461.5
2847,48,68,25495,115,481.5
2848,39,55,26171,103,438.0
2849,49,63,25725,126,506.0
2850,43,58,25454,136,481.0
2851,43,54,25714,131,517.0
2852,29,32,25212,116,427.0
2853,34,37,26307,113,447.0
2854,43,59,26805,114,466.5
2855,34,41,25833,111,444.5
2856,41,52,25473,111,455.5
2857,38,53,25394,104,429.0
2858,34,37,25377,114,436.5
2859,38,46,26007,102,432.5
2860,26,37,25327,123,452.0
2861,37,42,26289,109,445.0
2862,37,54,26343,107,442.0
2863,39,51,25359,106,459.5
2864,40,48,26255,100,442.5
2865,37,45,25446,90,400.0
2866,37,49,25224,96,412.5
2867,32,41,25805,119,449.5
2868,36,44,25389,116,458.0
2869,34,46,25565,113,498.5
2870,39,49,25465,87,464.5
2871,29,39,29165,169,620.61
2872,41,55,25308,95,419.0
2873,41,51,25253,82,399.0
2874,44,59,25391,119,494.0
2875,33,40,25453,115,447.5
2876,35,50,25269,93,410.0
2877,40,48,26142,88,411.5
2878,42,60,25437,90,420.5
2879,43,48,26568,90,426.5
2880,34,40,25236,83,381.0
2881,28,39,25297,92,391.0
2882,39,45,25931,99,466.5
2883,28,41,25648,107,410.5
2884,35,43,25212,103,427.0
2885,36,51,25300,79,364.5
2886,43,54,26893,101,445.5
2887,35,49,25591,109,436.5
2888,31,38,26130,130,406.5
2889,38,44,25690,88,400.0
2890,34,50,25411,91,401.5
2891,31,42,25644,116,448.5
2892,37,51,25616,87,446.0
2893,33,43,33224,64,341.9
2894,32,41,25273,80,356.8
2895,36,46,25427,119,477.5
2896,30,41,25659,86,353.5
2897,27,33,25496,68,321.0
2898,32,39,25606,98,409.0
2899,23,30,25546,48,228.8
2900,42,59,25611,101,436.0
2901,36,40,26039,82,357.09999999999997
2902,30,35,25901,51,257.6
2903,40,53,25787,103,426.8
2904,38,50,25715,127,498.0
2905,16,16,25242,65,250.7
2906,38,50,25420,103,421.5
2907,34,40,25829,154,443.0
2908,34,38,25206,132,472.5
2909,38,43,25463,97,470.0
2910,33,38,26118,139,483.0
2911,34,34,26522,135,498.0
2912,33,37,25509,114,434.5
2913,31,38,25539,67,293.4
2914,33,44,25763,106,427.5
2915,32,37,27767,143,529.0
2916,35,38,25247,119,460.5
2917,34,36,25411,119,517.5
2918,33,34,26159,113,431.5
2919,34,35,25521,90,426.5
2920,28,31,26126,132,507.5
2921,38,42,26252,112,447.0
2922,36,37,25481,94,402.5
2923,35,41,25719,103,427.0
2924,41,44,25922,80,396.5
2925,48,51,25319,80,415.5
2926,32,35,25407,109,418.0
2927,29,35,28099,113,455.5
2928,39,40,26019,109,445.5
2929,35,41,27207,128,485.0
2930,34,45,25642,87,368.5
2931,26,33,25305,125,445.0
2932,41,48,26222,96,413.5
2933,40,56,25310,95,412.0
2934,42,53,25631,81,400.5
2935,41,51,25332,102,436.0
2936,32,44,25209,91,374.0
2937,42,57,25878,93,425.5
2938,39,54,25306,79,398.0
2939,38,45,26044,93,456.0
2940,34,44,25862,73,360.5
2941,48,77,25559,66,373.0
2942,38,46,25442,106,428.5
2943,39,52,25248,93,429.5
2944,38,56,25592,88,403.0
2945,36,48,25714,96,410.0
2946,39,51,25371,105,433.0
2947,36,45,25219,117,468.5
2948,32,38,25786,130,483.0
2949,36,38,25995,138,511.0
2950,29,30,26147,169,557.5
2951,34,34,25204,139,489.0
2952,35,43,25949,92,401.5
2953,41,42,26798,141,568.5
2954,32,36,25283,137,479.0
2955,34,45,26698,140,503.5
2956,26,33,25272,176,537.5
2957,39,45,25423,120,464.5
2958,35,39,25902,124,465.0
2959,40,64,27336,120,475.0
2960,31,32,25252,144,501.5
2961,41,58,25353,101,432.5
2962,44,51,25945,143,525.5
2963,20,23,25483,155,356.5
2964,38,51,26220,120,460.5
2965,42,56,25380,106,436.5
2966,40,45,25260,131,494.5
2967,31,35,25666,179,591.0
2968,45,62,25652,111,450.5
2969,40,41,25860,119,450.0
2970,36,36,25200,143,523.0
2971,42,44,27000,163,567.5
2972,44,112,25200,118,478.0
2973,46,70,26160,112,470.5
2974,39,103,26520,129,477.0
2975,33,109,25500,144,503.5
2976,44,140,25920,121,478.5
2977,33,137,26040,114,444.0
2978,37,174,25234,115,476.0
2979,43,118,25678,153,554.0
2980,42,209,25320,154,554.5
2981,47,215,25620,92,421.0
2982,32,143,25520,114,450.0
2983,35,119,25226,124,517.75
2984,40,125,25384,121,466.5
2985,47,82,25715,107,494.0
2986,42,69,25375,99,432.0
2987,43,155,25291,106,441.5
2988,50,78,25810,104,461.0
2989,38,57,25532,104,430.0
2990,47,65,26276,89,424.0
2991,44,55,26346,125,494.5
2992,42,50,25251,115,483.5
2993,43,53,25620,101,451.0
2994,46,54,25954,96,437.5
2995,39,57,25682,105,425.5
2996,46,67,25939,110,450.5
2997,38,54,25462,94,414.0
2998,51,66,25275,84,454.5
2999,43,63,25984,102,467.0
3000,41,47,25364,96,417.5
3001,38,42,25302,101,438.0
3002,43,49,25255,87,406.5
